machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,hour,day_of_week,month,temp_over_rpm,vibration_x_current,maintenance_urgency
Pump,0.51,35.32,,16.9,553.1,idle,53.52,16.4,27.34,13,6,1,0.06374300667749504,,1.888496824276641
Pump,0.59,40.71,5.38,19.5,483.3,idle,163.28,12.0,22.32,2,1,1,0.08405946727235185,3.1742,7.001715265866209
Compressor,3.25,57.4,18.86,157.2,2538.9,peak,26.05,9.9,52.56,11,1,1,0.022599314933658805,61.295,0.486370425690814
CNC,1.83,60.68,12.16,79.1,3002.6,normal,142.95,16.3,0.5,12,3,1,0.020202423758156878,22.2528,95.3
Pump,1.71,59.57,11.81,101.5,1244.4,normal,56.88,12.5,20.79,9,5,1,0.047832021840372566,20.1951,2.6103717301514457
Pump,2.64,78.57,16.98,153.4,1898.3,peak,193.67,14.7,0.5,9,5,1,0.041367872374032534,44.827200000000005,129.11333333333332
Robotic Arm,0.42,28.4,2.57,15.2,156.2,idle,53.27,17.3,37.77,22,6,1,0.1806615776081425,1.0794,1.3740005158627804
Compressor,3.93,68.87,15.01,106.1,1643.1,normal,28.47,15.1,21.79,13,6,1,0.04188917949029865,58.9893,1.2492321193505924
Robotic Arm,1.39,38.7,5.32,46.7,359.5,normal,68.2,14.0,10.72,1,1,1,0.10735090152565882,7.3948,5.819112627986348
Robotic Arm,0.45,33.39,2.59,17.1,149.2,idle,84.42,16.9,0.5,17,1,1,0.2223035952063915,1.1655,56.28
Pump,0.63,,3.45,22.9,544.7,idle,34.67,17.2,45.77,6,1,1,,2.1735,0.7412871498824032
Compressor,2.25,62.58,15.42,109.2,1682.4,normal,280.49,11.1,76.84,17,0,1,0.03717476535582749,34.695,3.6034172661870505
Pump,2.03,49.49,12.41,118.2,1218.7,normal,201.85,10.3,0.5,17,4,1,0.04057555136508978,25.1923,134.56666666666666
Compressor,1.09,49.78,5.85,45.7,767.9,idle,30.2,10.5,52.81,4,5,1,0.06474183899076603,6.3765,0.5612339713807842
Compressor,1.11,55.08,10.73,47.6,644.9,idle,381.61,8.1,2.46,22,4,1,0.085276358569438,11.910300000000001,110.29190751445087
Pump,0.63,40.39,3.38,23.9,557.5,idle,385.13,10.5,0.5,7,0,1,0.07231871083258729,2.1294,256.75333333333333
Pump,2.53,81.53,13.69,97.5,1129.8,normal,457.18,11.8,22.57,7,3,1,0.0720993986558189,34.63569999999999,19.39669070852779
Robotic Arm,0.99,40.71,5.9,40.8,365.3,normal,2.83,17.7,76.09,8,5,1,0.11113841113841114,5.841,0.03671033856531327
CNC,2.46,85.67,18.21,64.5,2446.5,normal,175.77,12.6,1.15,5,4,1,0.03500306435137896,44.7966,81.75348837209303
CNC,2.82,80.92,17.66,82.8,2699.6,normal,123.15,8.8,17.59,1,1,1,0.029963711767755315,49.801199999999994,6.62452931683701
Robotic Arm,1.31,38.55,5.28,38.0,362.3,normal,155.78,13.3,0.5,17,4,1,0.10611065235342691,6.9168,103.85333333333334
Compressor,1.11,78.33,6.4,42.4,692.1,idle,507.91,14.0,31.14,19,4,1,0.11301399509450295,7.104000000000001,15.803049159925328
Pump,2.0,65.25,11.61,79.6,1249.1,normal,69.02,14.9,8.66,21,5,1,0.05219582433405328,23.22,7.144927536231884
CNC,0.84,44.95,4.64,25.7,865.0,idle,111.78,11.6,0.5,4,2,1,0.051905311778291,3.8975999999999997,74.52
Pump,1.98,56.17,12.89,90.7,1216.2,normal,16.58,12.2,64.27,0,5,1,0.04614689451199474,25.5222,0.2540217557836678
CNC,0.92,65.0,6.86,21.2,817.0,idle,160.55,12.3,16.37,14,3,1,0.07946210268948656,6.3112,9.242947610823258
Robotic Arm,0.42,28.21,2.23,16.1,149.7,idle,147.98,12.0,0.5,9,4,1,0.187193098871931,0.9366,98.65333333333332
Robotic Arm,1.28,41.57,5.52,43.9,356.4,normal,342.78,11.8,0.5,16,5,1,0.1163122551762731,7.0656,228.51999999999998
Compressor,2.28,66.48,13.02,,1810.8,normal,75.87,12.5,0.5,15,6,1,0.03669279169886301,29.685599999999997,50.580000000000005
Compressor,0.95,46.78,6.94,43.7,769.6,idle,294.86,13.2,40.42,22,1,1,0.06070594342071113,6.593,7.1187831965234185
Robotic Arm,1.52,38.77,5.91,41.9,344.3,normal,158.16,9.4,37.28,18,0,1,0.1122791775267883,8.9832,4.131661442006269
Robotic Arm,1.3,37.13,5.44,44.2,345.3,normal,394.33,9.0,48.45,12,1,1,0.10721917412647994,7.072000000000001,7.974317492416581
Pump,2.06,64.29,12.6,91.7,1262.5,normal,227.52,14.4,67.15,18,0,1,0.0508824693312228,25.956,3.3385179750550256
CNC,0.91,48.59,4.58,25.2,873.8,idle,90.82,13.4,50.97,17,0,1,0.05554412437128487,4.167800000000001,1.747546661535501
Compressor,2.2,53.07,15.19,97.2,1720.3,normal,94.5,8.4,0.5,19,6,1,0.03083134839946552,33.418,63.0
Robotic Arm,0.44,31.27,2.41,17.4,153.2,idle,279.38,11.6,20.21,0,3,1,0.20278858625162127,1.0604,13.172088637435172
Robotic Arm,0.4,28.67,2.5,14.8,154.8,idle,388.06,12.3,54.71,5,1,1,0.18401797175866494,1.0,6.965715311434213
Pump,1.95,63.47,11.53,86.9,1313.1,normal,253.4,15.1,0.5,20,6,1,0.04829921619359258,22.4835,168.93333333333334
Compressor,1.08,46.0,6.4,49.0,750.9,idle,452.5,14.1,6.45,11,2,1,0.06117834818459902,6.912000000000001,60.738255033557046
CNC,2.34,50.05,13.49,,2951.2,normal,17.6,17.0,55.55,23,5,1,0.01695345843777522,31.566599999999998,0.3112290008841733
CNC,3.82,59.1,24.21,98.5,3967.3,peak,245.11,11.8,11.47,14,3,1,0.014893027240884005,92.4822,19.65597433841219
Compressor,0.95,50.53,6.63,48.7,759.1,idle,423.83,15.1,63.08,2,1,1,0.06647809498750164,6.2985,6.614076154806492
Robotic Arm,1.32,49.13,5.43,48.5,341.7,normal,1.82,9.2,28.01,6,3,1,0.143361540706157,7.1676,0.06273698724577732
Robotic Arm,1.34,45.31,5.72,45.8,349.7,normal,110.2,17.6,0.5,17,4,1,0.12919874536641004,7.6648000000000005,73.46666666666667
Pump,2.14,51.81,11.6,116.5,1234.3,normal,10.8,13.8,65.73,18,3,1,0.04194122885129119,24.824,0.16184624606623707
Compressor,,,6.98,46.5,716.0,idle,105.32,15.7,1.35,18,4,1,,,44.81702127659574
Pump,,58.92,4.95,22.8,478.5,idle,462.47,16.9,17.29,13,3,1,0.12287799791449427,,25.285401858939313
Compressor,2.38,63.11,14.72,104.5,1761.3,normal,406.19,16.5,0.5,8,5,1,0.03581115587584407,35.0336,270.79333333333335
Robotic Arm,1.34,43.19,5.68,44.7,355.9,normal,434.03,15.5,8.75,3,3,1,0.12101428971700756,7.6112,44.515897435897436
Compressor,1.0,50.69,6.95,42.0,779.4,idle,318.39,15.9,37.97,16,1,1,0.06495386981035367,6.95,8.170130869899923
Robotic Arm,0.9,35.84,5.47,38.4,354.8,normal,312.73,14.4,0.5,10,4,1,0.10073074761101743,4.923,208.48666666666668
CNC,1.98,61.02,15.21,70.8,3061.5,normal,45.98,14.0,42.16,4,3,1,0.019924897959183674,30.1158,1.0653382761816497
Robotic Arm,0.89,37.82,5.5,34.9,362.7,normal,276.35,9.1,42.95,8,1,1,0.10398680230959582,4.8950000000000005,6.287827076222981
Pump,0.67,46.6,3.65,11.9,490.8,idle,324.3,11.2,37.86,2,1,1,0.0947539650264335,2.4455,8.345342254246011
CNC,1.0,40.49,5.05,25.1,895.4,idle,111.7,8.1,30.09,13,1,1,0.04516956715751897,5.05,3.592795110968157
Pump,2.19,60.89,12.48,79.7,1203.2,normal,172.43,17.4,0.5,11,3,1,0.050564690250788906,27.3312,114.95333333333333
Compressor,2.74,90.71,20.08,113.6,1526.7,normal,36.37,16.9,6.1,6,2,1,0.059376841002814686,55.0192,5.122535211267605
CNC,2.97,57.0,15.06,87.1,3061.9,normal,131.22,10.4,45.7,9,2,1,0.018609814228345685,44.7282,2.809850107066381
Robotic Arm,1.03,37.59,5.87,39.6,362.4,normal,327.38,14.2,0.5,0,5,1,0.1034397358282884,6.0461,218.25333333333333
Robotic Arm,1.38,,5.88,42.5,357.0,normal,294.13,13.2,5.46,15,3,1,,8.1144,45.530959752321984
CNC,0.79,48.51,4.69,20.1,884.6,idle,30.37,9.9,64.25,12,2,1,0.05477642276422764,3.7051000000000003,0.46544061302681994
Pump,0.64,36.66,3.68,16.3,537.5,idle,3.37,16.8,68.33,9,2,1,0.06807799442896935,2.3552,0.048608106158949956
Pump,2.25,90.37,15.51,108.6,1198.2,normal,66.68,11.3,13.75,14,2,1,0.07535857238158773,34.8975,4.520677966101696
Robotic Arm,0.99,47.31,6.0,39.6,342.3,normal,264.11,15.1,51.75,19,0,1,0.1378094960675794,5.9399999999999995,5.006824644549764
Robotic Arm,0.36,34.13,2.33,15.9,152.0,idle,308.2,8.1,0.5,5,4,1,0.22307189542483663,0.8388,205.46666666666667
Robotic Arm,1.12,42.54,5.99,45.1,348.9,normal,115.12,15.1,43.95,0,1,1,0.12157759359817091,6.708800000000001,2.561067853170189
Pump,0.63,39.1,3.94,18.3,552.5,idle,47.0,10.8,30.68,23,4,1,0.07064137308039747,2.4822,1.4835858585858586
Robotic Arm,0.96,47.73,5.85,41.5,352.1,normal,7.47,11.4,69.22,14,2,1,0.13517417162276973,5.616,0.10637994873255482
Pump,1.97,59.37,11.9,88.6,1219.8,normal,110.1,10.4,0.5,21,1,1,0.048632044560943645,23.443,73.39999999999999
Pump,2.15,84.5,14.19,107.8,1156.4,normal,466.18,17.4,13.57,16,3,1,0.07300846725419043,30.508499999999998,31.995881949210705
Compressor,3.25,67.48,19.76,156.8,2572.3,peak,1.02,17.9,84.18,9,5,1,0.026223137605409397,64.22,0.01197464193472646
Robotic Arm,0.91,42.91,5.95,41.8,369.4,normal,223.5,14.5,76.09,16,0,1,0.11584773218142548,5.4145,2.8992087170839276
Robotic Arm,0.93,41.11,5.21,,348.2,normal,42.1,17.5,48.94,11,6,1,0.1177262313860252,4.8453,0.8430116139367242
Pump,1.96,60.11,12.38,101.3,,normal,50.8,15.6,42.24,14,6,1,,24.2648,1.1748381128584642
Compressor,3.21,60.86,19.71,151.7,2567.9,peak,63.53,12.5,19.47,13,6,1,0.02369107400054498,63.2691,3.103566194430875
CNC,1.94,60.61,9.7,85.1,2841.6,normal,32.82,15.3,42.48,21,5,1,0.021322029128262858,18.817999999999998,0.7548298068077277
Pump,0.52,42.03,3.56,18.2,547.0,idle,138.08,11.8,0.5,1,2,1,0.07669708029197081,1.8512000000000002,92.05333333333334
Compressor,2.56,52.63,14.19,95.9,1659.0,normal,479.73,16.1,0.5,15,3,1,0.031704819277108436,36.3264,319.82
CNC,,58.91,5.27,25.3,811.3,idle,439.33,17.9,1.24,2,3,1,0.07252246706881695,,196.12946428571425
Pump,0.87,70.05,5.34,16.0,480.3,idle,474.12,11.2,5.64,0,4,1,0.1455433201745273,4.6457999999999995,71.40361445783132
CNC,2.74,52.65,13.27,86.3,2896.1,normal,9.58,11.3,65.71,22,4,1,0.018173345759552657,36.3598,0.14360665567381203
Robotic Arm,1.12,35.47,5.41,40.8,349.6,normal,476.6,13.0,0.5,22,4,1,0.10116942384483742,6.059200000000001,317.73333333333335
Pump,2.15,72.9,14.34,103.0,1274.6,normal,311.86,14.8,30.57,17,0,1,0.05714957666980246,30.831,9.878365536902123
Robotic Arm,0.86,47.09,5.79,38.2,360.6,normal,370.66,12.6,72.11,12,0,1,0.13022676991150442,4.9794,5.069894679250445
Compressor,1.06,51.41,6.61,49.0,720.6,idle,63.87,15.6,9.76,12,5,1,0.07124445676274944,7.006600000000001,5.935873605947955
Robotic Arm,,,8.98,,,peak,9.95,13.7,19.87,14,3,1,,,0.4767609008145663
Compressor,0.93,50.18,6.51,44.3,770.5,idle,371.02,11.5,0.5,20,3,1,0.06504212572909916,6.0543000000000005,247.34666666666666
Pump,2.17,,11.55,122.9,1314.7,normal,17.17,17.8,60.51,17,3,1,,25.0635,0.2791416029913836
Robotic Arm,0.42,34.23,2.48,15.3,154.9,idle,382.41,8.1,0.5,7,0,1,0.21956382296343807,1.0415999999999999,254.94000000000003
CNC,0.93,49.21,4.39,25.0,868.8,idle,225.23,13.4,0.5,23,6,1,0.05657622441940676,4.0827,150.15333333333334
Pump,1.93,59.42,12.99,109.2,1339.0,normal,241.05,9.4,0.5,8,6,1,0.044343283582089554,25.0707,160.70000000000002
CNC,2.63,,9.51,75.4,2856.7,normal,202.46,16.1,54.12,20,1,1,,25.0113,3.6730769230769234
Compressor,2.14,66.01,14.94,104.5,1672.1,normal,4.07,16.9,92.32,10,2,1,0.03945370868447792,31.971600000000002,0.04361337333904844
Pump,2.15,54.8,20.77,121.9,1154.3,normal,36.07,8.9,7.07,18,3,1,0.047433567038864366,44.655499999999996,4.469640644361834
Compressor,2.24,56.52,13.15,98.3,1753.7,normal,407.75,11.0,0.5,9,5,1,0.032210634296460934,29.456000000000003,271.8333333333333
Robotic Arm,0.36,32.12,2.33,20.0,153.7,idle,269.06,12.4,46.8,0,1,1,0.20762766645119587,0.8388,5.628870292887029
CNC,0.87,45.03,4.29,25.1,897.4,idle,68.02,8.7,24.56,23,0,1,0.05012243989314337,3.7323,2.661189358372457
Robotic Arm,1.09,41.54,5.57,42.2,351.3,normal,75.55,8.1,18.51,9,6,1,0.11791087141640647,6.071300000000001,3.872373141978472
Compressor,2.42,53.56,13.03,101.6,1673.4,normal,382.68,16.1,0.5,13,5,1,0.031987577639751553,31.5326,255.12
Compressor,2.18,59.63,14.47,106.1,1652.0,normal,378.34,15.2,0.5,9,5,1,0.036073805202661825,31.544600000000003,252.22666666666666
Compressor,3.56,65.51,19.8,163.4,2401.5,peak,72.72,15.0,2.75,12,6,1,0.027267429760665974,70.488,19.392
Pump,1.73,52.4,11.7,120.1,1310.3,normal,203.88,17.0,79.7,13,0,1,0.03996034469610311,20.241,2.5263940520446093
Compressor,2.61,52.29,17.58,117.3,1707.8,normal,346.63,15.3,37.44,11,3,1,0.030600421348314606,45.883799999999994,9.017429760665973
Pump,0.6,39.64,3.55,17.8,513.0,idle,258.82,10.6,35.85,1,2,1,0.07712062256809339,2.13,7.023609226594301
Compressor,2.55,66.76,13.3,99.3,1800.5,normal,323.91,12.4,33.42,12,2,1,0.037058007216208715,33.915,9.410517141196978
CNC,0.82,48.41,4.22,23.3,897.5,idle,33.73,11.1,49.74,23,5,1,0.05387868670005565,3.4603999999999995,0.6647615293653921
Robotic Arm,0.97,36.96,5.87,40.9,354.2,normal,58.75,10.0,35.31,16,5,1,0.10405405405405406,5.6939,1.6180115670614155
Pump,2.86,83.77,26.86,163.1,1651.3,peak,116.0,14.9,11.38,20,0,1,0.05069902560067784,76.8196,9.36995153473344
Robotic Arm,1.21,41.19,5.96,38.1,360.9,normal,74.02,9.0,20.04,7,6,1,0.11381597126277977,7.2116,3.5180608365019013
Pump,0.62,58.94,4.5,21.2,513.5,idle,463.33,12.2,16.42,14,3,1,0.1145578231292517,2.79,26.59758897818599
CNC,2.44,,9.61,74.1,3064.2,normal,103.79,14.0,38.0,6,1,1,,23.4484,2.6612820512820514
Compressor,1.04,48.28,5.57,47.6,779.8,idle,309.83,14.7,47.5,22,1,1,0.06183401639344263,5.792800000000001,6.388247422680412
Compressor,0.98,44.23,5.58,47.4,,idle,417.79,15.3,69.12,20,0,1,,5.4684,5.958214489446663
Pump,,52.86,11.77,82.0,1288.3,normal,30.23,13.5,47.44,6,4,1,0.040998991700922985,,0.6240710156895128
CNC,0.7,40.33,5.28,24.1,868.6,idle,126.2,15.7,0.5,19,2,1,0.04637764489420423,3.6959999999999997,84.13333333333334
Compressor,,69.44,14.87,107.5,,normal,119.85,10.8,40.06,11,1,1,,,2.918899171943497
CNC,0.97,46.37,5.03,24.0,881.5,idle,296.14,16.4,0.5,17,5,1,0.05254390934844192,4.8791,197.42666666666665
Robotic Arm,1.14,42.02,,44.9,365.3,normal,10.78,12.7,83.27,16,3,1,0.11471471471471471,,0.12792215497804676
Pump,2.49,68.67,12.87,65.9,1175.8,normal,357.23,11.1,4.93,11,2,1,0.058353161114887836,32.0463,60.24114671163576
CNC,2.34,59.46,12.3,68.6,2893.1,normal,202.85,10.6,0.5,13,6,1,0.02054524722711724,28.782,135.23333333333332
Robotic Arm,1.23,45.73,5.37,42.0,359.0,normal,329.5,15.5,0.5,2,5,1,0.12702777777777777,6.6051,219.66666666666666
Compressor,2.33,51.05,13.21,112.3,1782.1,normal,320.65,11.3,35.7,18,1,1,0.028629914194380573,30.779300000000003,8.737057220708445
CNC,0.87,46.16,4.71,22.4,914.1,idle,146.47,13.4,0.5,15,3,1,0.05044257458201289,4.0977,97.64666666666666
Robotic Arm,0.42,34.86,2.53,18.1,155.2,idle,20.62,9.6,58.3,2,6,1,0.22317541613316264,1.0626,0.3477234401349073
Robotic Arm,0.41,31.65,2.33,17.2,147.5,idle,326.93,9.0,0.5,0,5,1,0.21313131313131312,0.9552999999999999,217.95333333333335
Pump,0.56,42.01,3.69,18.4,510.7,idle,41.68,10.1,51.36,5,6,1,0.08209888606605432,2.0664000000000002,0.7960275019098548
Pump,0.71,77.12,4.68,15.5,463.6,idle,78.02,15.1,2.42,1,3,1,0.16599225139905294,3.3227999999999995,22.81286549707602
Compressor,2.15,66.8,15.18,109.4,1668.0,normal,346.85,13.7,9.5,20,2,1,0.040023966446974236,32.637,33.03333333333334
Pump,2.08,52.15,12.61,,1241.2,normal,0.93,8.1,75.6,8,3,1,0.041981967477056834,26.2288,0.012140992167101829
Pump,1.91,58.44,11.1,125.9,1220.5,normal,18.82,12.7,52.48,7,5,1,0.047842816209578386,21.200999999999997,0.3519072550486163
Compressor,1.01,54.52,9.57,46.9,665.1,idle,367.54,16.1,16.53,8,4,1,0.08184957213631587,9.665700000000001,20.966343411294922
Compressor,1.24,68.95,7.6,47.5,688.0,idle,448.94,14.9,23.65,3,2,1,0.10007256894049348,9.424,18.212576064908724
CNC,0.88,41.99,4.74,24.4,903.9,idle,36.28,14.1,39.01,1,6,1,0.04640291744944193,4.1712,0.9067733066733318
CNC,,52.35,15.04,78.7,3032.2,normal,36.27,13.9,36.89,17,6,1,0.017259000395621785,,0.9572446555819478
Pump,,57.83,3.8,15.3,532.5,idle,138.53,15.5,47.07,2,0,1,0.10839737582005624,,2.8818389848138133
CNC,0.8,48.53,4.75,22.1,888.1,idle,38.68,13.6,44.79,4,6,1,0.054583286469463504,3.8000000000000003,0.8447259226905438
Pump,1.9,66.21,11.1,129.5,1231.2,normal,38.72,14.5,32.98,21,3,1,0.05373316020126602,21.09,1.1394938198940554
CNC,0.85,49.9,4.32,22.5,870.4,idle,188.44,12.5,68.14,6,1,1,0.05726417259582282,3.672,2.7254845241538908
Compressor,1.33,54.83,6.0,34.7,705.3,idle,20.07,12.0,9.59,3,3,1,0.07762990230780122,7.98,1.8951841359773371
Pump,1.75,48.4,11.09,88.2,1334.0,normal,215.9,9.4,0.5,7,5,1,0.036254681647940074,19.4075,143.93333333333334
Robotic Arm,0.88,46.18,5.49,43.2,353.4,normal,1.2,11.5,92.86,7,3,1,0.13030474040632056,4.8312,0.012784998934583422
Compressor,2.27,60.02,13.17,117.0,1798.8,normal,67.4,15.1,15.61,17,6,1,0.033348149794421605,29.8959,4.057796508127635
Robotic Arm,0.36,33.8,2.26,15.7,159.7,idle,101.88,16.2,0.5,11,0,1,0.2103298070939639,0.8135999999999999,67.92
CNC,,72.08,11.74,77.3,2793.8,normal,58.7,12.0,19.32,16,4,1,0.02579075425790754,,2.888779527559055
Compressor,2.08,58.28,7.17,48.8,715.3,idle,97.63,11.1,9.03,11,4,1,0.08136255758760297,14.9136,9.733798604187438
Robotic Arm,0.46,,2.67,12.3,142.4,idle,550.51,16.2,25.16,0,1,1,,1.2282,21.043960244648318
CNC,1.78,59.1,5.46,23.7,825.7,idle,12.98,12.3,13.81,2,4,1,0.07148905286077174,9.7188,0.8764348413234301
CNC,0.76,49.47,4.51,22.6,899.5,idle,205.93,16.6,0.5,2,6,1,0.054936146585230425,3.4276,137.28666666666666
Pump,0.57,35.3,3.76,24.4,500.8,idle,231.15,10.8,0.5,23,6,1,0.07034675169390195,2.1431999999999998,154.1
Robotic Arm,0.37,29.9,2.43,18.6,146.6,idle,66.67,10.1,12.25,0,1,1,0.20257452574525744,0.8991,5.031698113207547
Robotic Arm,0.39,32.86,2.39,15.5,154.8,idle,1.22,16.9,89.82,18,4,1,0.2109114249037227,0.9321,0.013433164501211188
Robotic Arm,0.44,48.98,2.94,,138.8,idle,134.32,8.4,24.75,20,1,1,0.35035765379113015,1.2936,5.2163106796116505
Pump,0.69,37.65,3.96,24.6,557.0,idle,89.68,10.1,0.5,1,1,1,0.0674731182795699,2.7323999999999997,59.78666666666667
Compressor,2.31,53.3,14.48,104.4,1714.5,normal,298.02,14.1,58.33,19,0,1,0.031069658991547653,33.4488,5.0230911848980275
Pump,0.52,43.22,3.45,15.3,515.2,idle,64.83,14.2,11.7,0,6,1,0.08372723750484308,1.7940000000000003,5.104724409448819
Compressor,2.12,56.63,13.32,99.6,1813.6,normal,459.35,10.7,0.5,18,2,1,0.031207979720048497,28.238400000000002,306.23333333333335
Pump,1.89,48.83,12.56,129.5,1241.8,normal,4.6,8.1,67.09,11,2,1,0.03929031219826199,23.7384,0.06755764429431634
Pump,1.92,49.69,,79.0,1283.3,normal,160.22,11.7,0.5,0,4,1,0.038690337148641285,,106.81333333333333
Compressor,1.02,47.85,6.85,49.7,734.1,idle,427.62,17.8,0.5,5,6,1,0.0650931846007346,6.987,285.08
Pump,1.74,,,125.5,1201.6,normal,210.93,13.6,0.5,2,5,1,,,140.62
Pump,2.19,48.46,12.81,95.7,1262.4,normal,240.73,8.9,0.5,7,6,1,0.038356814943802435,28.0539,160.48666666666665
CNC,0.9,45.54,4.82,20.6,844.8,idle,164.35,17.3,36.24,23,0,1,0.053842515961220146,4.338,4.413265306122448
Robotic Arm,,34.6,2.32,16.1,151.1,idle,74.38,16.8,9.74,5,3,1,0.2274819197896121,,6.925512104283054
Pump,0.53,39.1,3.99,15.1,535.3,idle,19.12,14.9,52.18,8,5,1,0.07290695506246504,2.1147,0.35953365927040243
Pump,0.66,42.4,3.96,15.0,524.8,idle,37.33,15.9,33.97,2,6,1,0.08063902624572081,2.6136,1.067486416928796
CNC,1.21,50.05,5.0,20.1,901.2,idle,42.48,11.2,35.53,0,4,1,0.055475504322766565,6.05,1.1628798248015328
Pump,0.63,,,17.2,520.4,idle,300.18,15.3,65.65,2,0,1,,,4.503825956489122
Compressor,2.33,64.26,15.11,105.5,1709.3,normal,22.88,9.4,52.58,10,4,1,0.03757235572706543,35.2063,0.42702500933184023
Pump,2.75,73.46,15.55,147.8,1866.5,peak,42.17,17.4,35.51,18,4,1,0.03933601070950468,42.7625,1.1550260202684197
Compressor,,44.76,6.82,48.6,754.0,idle,56.55,13.5,22.06,18,2,1,0.059284768211920524,,2.452298352124892
Compressor,2.57,52.25,13.14,114.4,1770.7,normal,80.1,17.2,0.5,19,6,1,0.02949144889089575,33.7698,53.4
Robotic Arm,0.41,39.1,2.78,15.0,151.4,idle,17.68,15.1,37.47,5,4,1,0.25656167979002625,1.1398,0.4595788926436184
Robotic Arm,0.45,28.28,2.43,18.2,157.4,idle,42.65,16.1,51.41,0,5,1,0.17853535353535355,1.0935000000000001,0.8137759969471475
Compressor,1.21,66.06,7.94,48.9,684.0,idle,448.44,12.6,24.15,2,2,1,0.09643795620437956,9.6074,17.83061630218688
Compressor,0.95,48.96,6.79,43.0,734.2,idle,368.75,17.0,0.5,18,3,1,0.06659412404787812,6.4505,245.83333333333334
Robotic Arm,0.38,37.15,3.51,19.3,146.0,idle,0.0,14.9,16.06,23,5,1,0.25272108843537416,1.3337999999999999,0.0
Pump,0.67,39.76,3.37,22.3,518.0,idle,237.15,12.0,57.52,3,1,1,0.07660886319845857,2.2579000000000002,4.052460697197539
Pump,1.75,48.23,12.58,89.9,1285.4,normal,218.35,11.0,0.5,10,6,1,0.0374922263681592,22.015,145.56666666666666
CNC,2.16,54.58,6.22,23.2,828.0,idle,3.13,11.3,2.16,2,4,1,0.06583835946924005,13.4352,0.990506329113924
Robotic Arm,0.44,31.77,2.21,17.2,159.3,idle,31.0,11.1,60.04,0,6,1,0.19819089207735494,0.9724,0.5078636959370905
Pump,,63.61,11.46,102.1,1344.3,normal,222.63,9.2,0.5,14,6,1,0.04728313387348547,,148.42
CNC,2.72,65.19,12.14,68.1,3005.1,normal,395.55,15.6,45.02,7,1,1,0.021685905325837463,33.0208,8.595176010430247
Pump,2.17,58.13,11.43,120.5,1332.0,normal,52.05,13.1,28.81,11,6,1,0.043608402100525134,24.803099999999997,1.746058369674606
Compressor,2.36,66.84,13.11,101.7,1668.0,normal,48.87,14.0,47.52,6,4,1,0.04004793289394847,30.9396,1.0072135201978565
Pump,1.79,54.05,11.77,92.9,1349.8,normal,155.95,15.0,0.5,19,2,1,0.040013325436778206,21.0683,103.96666666666665
CNC,1.0,40.74,4.83,25.8,886.6,idle,299.63,14.5,35.17,1,1,1,0.045899053627760256,4.83,8.283936964335084
CNC,3.12,86.93,18.57,65.6,2630.3,normal,165.65,11.9,11.27,19,3,1,0.03303690191160263,57.9384,13.500407497962511
CNC,0.99,49.93,4.9,22.0,865.6,idle,85.94,10.7,55.85,12,0,1,0.05761597045926609,4.851,1.51169744942832
Compressor,2.28,66.73,13.13,99.9,1713.8,normal,84.43,15.6,9.07,22,6,1,0.03891415908560766,29.9364,8.384309831181728
Robotic Arm,1.55,47.69,8.31,55.1,503.0,peak,491.33,8.4,0.5,13,5,1,0.09462301587301587,12.880500000000001,327.55333333333334
Compressor,2.28,58.15,15.04,118.0,1815.2,normal,7.17,12.4,68.3,18,3,1,0.032017398964871706,34.291199999999996,0.10346320346320347
Robotic Arm,0.43,,2.51,14.1,158.0,idle,142.04,10.1,63.28,1,0,1,,1.0793,2.209707529558183
CNC,,40.68,5.02,20.3,867.5,idle,0.25,12.0,80.33,22,2,1,0.046839378238341965,,0.003073896471166851
Robotic Arm,1.03,40.55,5.24,41.8,366.1,normal,424.23,13.9,18.55,18,2,1,0.11046036502315444,5.397200000000001,21.699744245524297
Compressor,1.07,48.4,6.88,44.7,762.1,idle,30.85,12.8,44.61,18,4,1,0.06342550124492202,7.3616,0.676386757290068
Pump,0.52,35.57,3.56,18.6,547.2,idle,41.72,12.7,40.42,6,5,1,0.06488507843852608,1.8512000000000002,1.0072428778367937
Compressor,1.02,50.6,6.67,47.3,733.2,idle,30.87,15.9,52.14,5,5,1,0.06891855080359575,6.8034,0.5809183289424162
Pump,0.68,57.49,,17.2,471.5,idle,53.37,10.5,27.07,1,2,1,0.12167195767195768,,1.9013181332383327
Robotic Arm,0.52,36.66,2.39,18.1,155.0,idle,160.79,16.5,34.65,20,0,1,0.235,1.2428000000000001,4.51023842917251
Robotic Arm,1.07,47.84,5.3,39.4,348.8,normal,40.68,15.5,43.44,19,1,1,0.13676386506575186,5.671,0.9153915391539155
Compressor,3.36,65.48,18.87,161.6,2450.1,peak,82.47,17.0,0.5,7,6,1,0.026714536330627068,63.4032,54.98
Compressor,1.04,50.42,5.53,47.9,758.3,idle,26.97,10.6,56.04,1,5,1,0.06640326616620572,5.751200000000001,0.47282608695652173
Robotic Arm,1.15,37.82,5.53,46.8,362.6,normal,89.77,16.6,4.29,23,6,1,0.10401540154015401,6.3595,16.96975425330813
Compressor,0.92,50.02,6.13,45.8,722.8,idle,336.78,9.7,47.29,1,3,1,0.06910748825642443,5.6396,6.974114723545247
